randia         02/18/2010 07:54:30 D D
cmollo         02/18/2010 07:55:09 D D
rmartinez      02/18/2010 08:01:09 D D
lortuno        02/18/2010 08:02:09 D D
jgarcia        02/18/2010 08:08:33 D D
jfuertes       02/18/2010 08:13:29 D D
pclaros        02/18/2010 08:15:24 D D
hmantezana     02/18/2010 08:16:23 D D
vsoliz         02/18/2010 08:16:31 D D
jmanzaneda     02/18/2010 08:17:34 D D
mescobar       02/18/2010 08:17:44 D D
jsolorzano     02/18/2010 08:18:49 D D
rcordero       02/18/2010 08:18:58 D D
eyrady         02/18/2010 08:24:22 D D
mgarcia        02/18/2010 08:24:29 D D
gmontano       02/18/2010 08:25:21 D D
mgrandillert   02/18/2010 08:25:47 D D
nzurita        02/18/2010 08:26:47 D D
lgalindo       02/18/2010 08:28:04 D D
jcanedo        02/18/2010 08:28:14 D D
jleano         02/18/2010 08:28:22 D D
aponce         02/18/2010 08:28:29 D D
aencinas       02/18/2010 08:28:36 D D
amaldonado     02/18/2010 08:28:44 D D
jevargas       02/18/2010 08:29:51 D D
pramirez       02/18/2010 08:30:04 D D
fmeza          02/18/2010 08:30:13 D D
ozarate        02/18/2010 08:30:23 D D
jvargas        02/18/2010 08:31:32 D D
tescriva       02/18/2010 08:37:15 D D
ecotana        02/18/2010 08:41:42 D D
despinoza      02/18/2010 08:44:28 D D
vbadani        02/18/2010 08:44:50 D D
brioja         02/18/2010 08:45:08 D D
eudaeta        02/18/2010 08:45:25 D D
jcardenas      02/18/2010 08:46:05 D D
gaguilar       02/18/2010 08:48:53 D D
lsaravia       02/18/2010 09:00:03 D D
brioja         02/18/2010 10:12:50 0 D
eyrady         02/18/2010 12:31:01 D D
jcanedo        02/18/2010 12:31:12 0 D
ecotana        02/18/2010 12:31:51 0 D
lsaravia       02/18/2010 12:32:02 0 D
jsolorzano     02/18/2010 12:32:33 0 D
pramirez       02/18/2010 12:33:28 D D
rmartinez      02/18/2010 12:33:37 0 D
lortuno        02/18/2010 12:33:47 0 D
jmanzaneda     02/18/2010 12:33:59 0 D
jcardenas      02/18/2010 12:34:08 0 D
fmeza          02/18/2010 12:34:15 0 D
jvargas        02/18/2010 12:34:30 0 D
jgarcia        02/18/2010 12:34:51 0 D
mgrandillert   02/18/2010 12:36:41 0 D
gmontano       02/18/2010 12:36:55 0 D
jevargas       02/18/2010 12:37:43 0 D
eudaeta        02/18/2010 12:37:50 0 D
nzurita        02/18/2010 12:38:26 0 D
despinoza      02/18/2010 12:38:46 0 D
lgalindo       02/18/2010 12:38:52 0 D
rvera          02/18/2010 12:40:15 0 D
fsanchez       02/18/2010 12:42:27 0 D
jromay         02/18/2010 12:42:55 0 D
pclaros        02/18/2010 12:48:03 0 D
amaldonado     02/18/2010 12:48:11 0 D
mgarcia        02/18/2010 12:48:20 0 D
gaguilar       02/18/2010 12:48:46 0 D
hmantezana     02/18/2010 12:49:33 0 D
jbalderrama    02/18/2010 12:49:43 0 D
mescobar       02/18/2010 12:53:12 0 D
ozarate        02/18/2010 12:53:24 D D
vdaga          02/18/2010 13:01:01 0 D
vbadani        02/18/2010 13:02:40 0 D
tescriva       02/18/2010 13:02:49 D D
aponce         02/18/2010 13:06:54 0 D
hbranez        02/18/2010 13:18:44 0 D
drocha         02/18/2010 13:18:54 0 D
jaquispe       02/18/2010 13:21:38 0 D
vsoliz         02/18/2010 13:35:59 D D
aponce         02/18/2010 13:39:54 D D
vdaga          02/18/2010 13:40:04 D D
hbranez        02/18/2010 13:43:27 D D
fsanchez       02/18/2010 13:56:11 D D
randia         02/18/2010 13:59:01 D D
lortuno        02/18/2010 14:09:13 D D
cmollo         02/18/2010 14:09:41 D D
jbalderrama    02/18/2010 14:10:47 D D
despinoza      02/18/2010 14:13:21 D D
lgalindo       02/18/2010 14:15:07 D D
aencinas       02/18/2010 14:16:40 D D
mgarcia        02/18/2010 14:16:46 D D
eudaeta        02/18/2010 14:17:47 D D
mescobar       02/18/2010 14:19:09 D D
jmanzaneda     02/18/2010 14:21:10 D D
jgarcia        02/18/2010 14:21:19 D D
mgrandillert   02/18/2010 14:24:26 D D
rmartinez      02/18/2010 14:26:09 D D
gaguilar       02/18/2010 14:27:22 D D
jcanedo        02/18/2010 14:27:55 D D
jsolorzano     02/18/2010 14:29:16 D D
jvargas        02/18/2010 14:29:25 D D
rcordero       02/18/2010 14:29:34 D D
pramirez       02/18/2010 14:31:40 D D
rvera          02/18/2010 14:32:29 D D
pclaros        02/18/2010 14:32:43 D D
tescriva       02/18/2010 14:32:54 D D
amaldonado     02/18/2010 14:33:22 D D
gmontano       02/18/2010 14:34:33 D D
nzurita        02/18/2010 14:36:16 D D
vbadani        02/18/2010 14:38:46 D D
fmeza          02/18/2010 14:39:34 D D
ecotana        02/18/2010 14:44:33 D D
jcardenas      02/18/2010 14:49:30 D D
jaquispe       02/18/2010 14:58:45 D D
lsaravia       02/18/2010 15:11:36 D D
gmontano       02/18/2010 15:47:01 D D
gmontano       02/18/2010 17:15:00 D D
aencinas       02/18/2010 18:30:09 0 D
ecotana        02/18/2010 18:33:19 D D
jvargas        02/18/2010 18:35:15 0 D
lsaravia       02/18/2010 18:35:26 0 D
gmontano       02/18/2010 18:36:03 0 D
jcanedo        02/18/2010 18:36:23 0 D
eudaeta        02/18/2010 18:37:24 0 D
despinoza      02/18/2010 18:39:11 0 D
rmartinez      02/18/2010 18:39:34 0 D
fmeza          02/18/2010 18:40:27 0 D
lgalindo       02/18/2010 18:47:04 0 D
mgarcia        02/18/2010 18:51:51 0 D
pramirez       02/18/2010 18:52:27 0 D
lortuno        02/18/2010 18:55:16 0 D
jsolorzano     02/18/2010 18:55:40 0 D
tescriva       02/18/2010 19:03:09 D D
vbadani        02/18/2010 19:03:22 0 D
amaldonado     02/18/2010 19:06:30 0 D
mgrandillert   02/18/2010 19:08:18 0 D
jmanzaneda     02/18/2010 19:11:46 0 D
jgarcia        02/18/2010 19:14:51 0 D
hmantezana     02/18/2010 19:19:18 0 D
jevargas       02/18/2010 19:23:23 0 D
fsanchez       02/18/2010 19:53:22 0 D
nzurita        02/18/2010 19:57:36 0 D
jbalderrama    02/18/2010 20:03:43 0 D
gaguilar       02/18/2010 20:03:51 0 D
rcordero       02/18/2010 20:11:37 0 D
rvera          02/18/2010 20:24:09 0 D
jleano         02/18/2010 20:32:11 0 D
fsanchez       02/18/2010 20:54:31 D D
asaldias       02/18/2010 21:28:47 0 D
fsanchez       02/18/2010 23:02:28 0 D
jleano         02/18/2010 23:02:35 0 D
vdaga          02/19/2010 00:19:49 D D
lortuno        02/19/2010 07:58:47 D D
cmollo         02/19/2010 07:58:52 D D
randia         02/19/2010 08:00:42 D D
jmanzaneda     02/19/2010 08:06:12 D D
rcordero       02/19/2010 08:07:33 D D
aponce         02/19/2010 08:09:52 D D
rmartinez      02/19/2010 08:11:00 D D
vsoliz         02/19/2010 08:15:09 D D
hmantezana     02/19/2010 08:18:43 D D
jevargas       02/19/2010 08:19:24 D D
jvargas        02/19/2010 08:19:43 D D
jgarcia        02/19/2010 08:21:09 D D
gmontano       02/19/2010 08:22:18 D D
mgarcia        02/19/2010 08:24:14 D D
eyrady         02/19/2010 08:24:22 D D
despinoza      02/19/2010 08:26:30 D D
jleano         02/19/2010 08:26:39 D D
mgrandillert   02/19/2010 08:27:30 D D
jcanedo        02/19/2010 08:28:00 D D
jsolorzano     02/19/2010 08:28:08 D D
amaldonado     02/19/2010 08:28:16 D D
pramirez       02/19/2010 08:29:11 D D
fmeza          02/19/2010 08:29:19 D D
aencinas       02/19/2010 08:29:27 D D
lgalindo       02/19/2010 08:32:56 D D
eudaeta        02/19/2010 08:34:17 D D
tescriva       02/19/2010 08:36:08 D D
rrodriguez     02/19/2010 08:37:22 D D
gaguilar       02/19/2010 08:40:27 D D
ecotana        02/19/2010 08:40:39 D D
jcardenas      02/19/2010 08:41:14 D D
jbalderrama    02/19/2010 08:42:12 D D
jbalderrama    02/19/2010 08:42:19 D D
mescobar       02/19/2010 08:42:29 D D
cquiroga       02/19/2010 08:46:34 D D
lsaravia       02/19/2010 08:59:34 D D
vbadani        02/19/2010 09:23:11 D D
jmanzaneda     02/19/2010 12:13:04 0 D
eyrady         02/19/2010 12:26:04 D D
ecotana        02/19/2010 12:31:31 D D
rmartinez      02/19/2010 12:32:54 0 D
jcanedo        02/19/2010 12:33:01 0 D
fsanchez       02/19/2010 12:33:08 0 D
