lsuarez        02/22/2010 07:36:11 D D
rchumacero     02/22/2010 08:00:49 D D
jrivera        02/22/2010 08:09:19 D D
jguarachi      02/22/2010 08:10:35 D D
rarteaga       02/22/2010 08:12:37 D D
jdurandal      02/22/2010 08:16:05 D D
dcastro        02/22/2010 08:16:57 D D
ecaero         02/22/2010 08:19:32 D D
rayala         02/22/2010 08:19:43 D D
gvelasquez     02/22/2010 08:19:49 D D
mayma          02/22/2010 08:20:42 D D
esanabria      02/22/2010 08:21:03 D D
jrojas         02/22/2010 08:21:11 D D
agarcia        02/22/2010 08:21:39 D D
oantezana      02/22/2010 08:21:48 D D
msinaniz       02/22/2010 08:21:59 D D
plema          02/22/2010 08:22:15 D D
rbueno         02/22/2010 08:22:31 D D
tsoliz         02/22/2010 08:22:43 D D
farnez         02/22/2010 08:23:09 D D
mzambrana      02/22/2010 08:23:23 D D
dmitma         02/22/2010 08:24:54 D D
rmijaria       02/22/2010 08:25:05 D D
hvillegas      02/22/2010 08:25:50 D D
jcarvallo      02/22/2010 08:26:01 D D
rcordova       02/22/2010 08:27:19 D D
scastro        02/22/2010 08:28:20 D D
layllon        02/22/2010 08:28:28 D D
adelgadillo    02/22/2010 08:29:08 D D
kmontalvo      02/22/2010 08:29:14 D D
dayaviri       02/22/2010 08:29:22 D D
wrioja         02/22/2010 08:30:00 D D
sclaros        02/22/2010 08:30:21 D D
rpereira       02/22/2010 08:30:30 D D
amachaca       02/22/2010 08:30:54 D D
cacastellon    02/22/2010 08:31:01 D D
oferrufino     02/22/2010 08:31:08 D D
mmejia         02/22/2010 08:31:15 D D
avillegas      02/22/2010 08:31:32 D D
jsiles         02/22/2010 08:31:39 D D
dsuarez        02/22/2010 08:31:58 D D
rclaure        02/22/2010 08:32:04 D D
rsalamanca     02/22/2010 08:32:10 D D
rvia           02/22/2010 08:32:19 D D
jbaptista      02/22/2010 08:32:32 D D
galcala        02/22/2010 08:33:18 D D
gherbas        02/22/2010 08:33:26 D D
frojas         02/22/2010 08:33:44 D D
jquispe        02/22/2010 08:33:51 D D
rrodriguez     02/22/2010 08:35:01 D D
czamora        02/22/2010 08:35:39 D D
csubieta       02/22/2010 08:35:46 D D
mgonzalez      02/22/2010 08:37:24 D D
rbaldelomar    02/22/2010 08:37:30 D D
schopitea      02/22/2010 08:37:38 0 D
acamacho       02/22/2010 08:37:46 D D
mcarvajal      02/22/2010 08:39:33 D D
cquiroga       02/22/2010 08:40:44 D D
rmedrano       02/22/2010 08:40:52 D D
smarino        02/22/2010 08:40:59 D D
mmontano       02/22/2010 08:41:20 D D
dhuarita       02/22/2010 08:41:28 D D
bgranado       02/22/2010 08:41:59 D D
icvargas       02/22/2010 08:42:43 D D
