randia         2010-02-23 07:56:44 D D
rmartinez      2010-02-23 07:58:23 D D
cmollo         2010-02-23 08:00:51 D D
lortuno        2010-02-23 08:03:08 D D
nnumbela       2010-02-23 08:06:15 D D
pclaros        2010-02-23 08:07:19 D D
jparra         2010-02-23 08:08:23 D D
mescobar       2010-02-23 08:09:05 D D
icespedes      2010-02-23 08:10:29 D D
jevargas       2010-02-23 08:13:13 D D
hmantezana     2010-02-23 08:13:39 D D
jgarcia        2010-02-23 08:19:22 D D
jvargas        2010-02-23 08:20:43 D D
eyrady         2010-02-23 08:24:26 D D
amaldonado     2010-02-23 08:26:18 D D
jcanedo        2010-02-23 08:27:45 D D
gmontano       2010-02-23 08:27:55 D D
pramirez       2010-02-23 08:28:03 D D
fmeza          2010-02-23 08:32:29 D D
gaguilar       2010-02-23 08:35:24 D D
ecotana        2010-02-23 08:35:34 D D
mgarcia        2010-02-23 08:35:59 D D
lsaravia       2010-02-23 08:37:18 D D
vsoliz         2010-02-23 08:38:20 D D
jbalderrama    2010-02-23 08:41:41 D D
tescriva       2010-02-23 08:43:46 D D
jcardenas      2010-02-23 08:45:24 D D
jaquispe       2010-02-23 08:45:33 D D
cquiroga       2010-02-23 08:49:53 D D
mgrandillert   2010-02-23 09:00:04 D D
lsaravia       2010-02-23 12:31:06 D D
jvargas        2010-02-23 12:31:39 0 D
gmontano       2010-02-23 12:31:49 0 D
jcanedo        2010-02-23 12:31:58 0 D
ecotana        2010-02-23 12:32:06 0 D
pramirez       2010-02-23 12:32:14 0 D
lortuno        2010-02-23 12:32:44 0 D
eyrady         2010-02-23 12:32:52 D D
jgarcia        2010-02-23 12:33:03 0 D
eyrady         2010-02-23 12:33:11 0 D
jsolorzano     2010-02-23 12:35:31 0 D
fmeza          2010-02-23 12:35:38 0 D
rmartinez      2010-02-23 12:36:12 0 D
jevargas       2010-02-23 12:39:44 0 D
mgrandillert   2010-02-23 12:40:46 D D
gaguilar       2010-02-23 12:40:57 0 D
amaldonado     2010-02-23 12:41:05 0 D
vdaga          2010-02-23 12:59:47 0 D
pclaros        2010-02-23 12:59:55 0 D
rsoliz         2010-02-23 13:20:14 0 D
jromay         2010-02-23 13:43:11 0 D
pclaros        2010-02-23 13:45:11 D D
rcordero       2010-02-23 13:45:20 D D
vsoliz         2010-02-23 13:51:00 D D
rsoliz         2010-02-23 13:56:43 D D
lortuno        2010-02-23 14:06:31 D D
jromay         2010-02-23 14:14:51 D D
vdaga          2010-02-23 14:15:01 D D
jvargas        2010-02-23 14:17:47 D D
gmontano       2010-02-23 14:18:43 D D
eyrady         2010-02-23 14:23:17 D D
rmartinez      2010-02-23 14:23:36 D D
mgrandillert   2010-02-23 14:25:09 D D
jevargas       2010-02-23 14:27:51 D D
pramirez       2010-02-23 14:28:02 D D
lsaravia       2010-02-23 14:28:16 D D
jcanedo        2010-02-23 14:28:24 D D
jgarcia        2010-02-23 14:28:32 D D
amaldonado     2010-02-23 14:28:40 D D
jsolorzano     2010-02-23 14:29:47 D D
fmeza          2010-02-23 14:35:45 D D
ecotana        2010-02-23 14:38:15 D D
gaguilar       2010-02-23 14:43:46 D D
jbalderrama    2010-02-23 14:49:18 D D
mescobar       2010-02-23 14:55:34 D D
jcanedo        2010-02-23 18:32:38 0 D
jvargas        2010-02-23 18:32:59 0 D
jsolorzano     2010-02-23 18:37:50 0 D
gmontano       2010-02-23 18:38:00 0 D
pramirez       2010-02-23 18:38:26 0 D
mmejia         2010-02-23 18:38:37 0 D
ecotana        2010-02-23 18:38:45 0 D
lortuno        2010-02-23 18:39:41 0 D
fmeza          2010-02-23 18:40:11 0 D
jgarcia        2010-02-23 18:41:06 0 D
lsaravia       2010-02-23 18:52:48 0 D
amaldonado     2010-02-23 18:52:56 0 D
gaguilar       2010-02-23 18:53:05 0 D
mgrandillert   2010-02-23 18:55:02 D D
bgranado       2010-02-23 19:01:05 0 D
rmartinez      2010-02-23 19:03:59 0 D
rsoliz         2010-02-23 19:05:44 0 D
asaldias       2010-02-23 19:26:17 0 D
jevargas       2010-02-23 19:28:05 0 D
jbalderrama    2010-02-23 20:42:04 D D
mescobar       2010-02-23 21:15:23 D D
rmartinez      2010-02-24 07:53:07 D D
randia         2010-02-24 07:56:05 D D
mescobar       2010-02-24 08:01:17 D D
lortuno        2010-02-24 08:09:00 D D
cmollo         2010-02-24 08:10:37 D D
jfuertes       2010-02-24 08:10:53 D D
jmita          2010-02-24 08:14:05 D D
jsolorzano     2010-02-24 08:18:33 D D
mgrandillert   2010-02-24 08:24:13 D D
vsoliz         2010-02-24 08:27:14 D D
jcanedo        2010-02-24 08:28:02 D D
rayala         2010-02-24 08:28:09 D D
galcala        2010-02-24 08:28:15 D D
