mjaldin        02/18/2010 08:09:00 D D
nnumbela       02/18/2010 08:11:31 D D
icespedes      02/18/2010 08:13:40 D D
jmita          02/18/2010 08:18:50 D D
jparra         02/18/2010 08:18:57 D D
baranibar      02/18/2010 08:22:48 D D
dmaldonado     02/18/2010 08:25:30 D D
eargandona     02/18/2010 08:25:37 D D
alaura         02/18/2010 08:30:02 D D
fprudencio     02/18/2010 08:30:09 D D
rsalamanca     02/18/2010 08:31:19 D D
hcaceres       02/18/2010 08:31:29 D D
rvia           02/18/2010 08:31:36 D D
drocha         02/18/2010 08:31:43 D D
jpinto         02/18/2010 08:31:50 D D
malmanza       02/18/2010 08:33:01 D D
rvillarroel    02/18/2010 08:34:54 D D
fmosquera      02/18/2010 08:39:22 D D
pdaza          02/18/2010 08:50:45 D D
agutierrez     02/18/2010 09:08:48 D D
hbranez        02/18/2010 09:19:56 D D
jmita          02/18/2010 12:31:36 0 D
eargandona     02/18/2010 12:31:57 0 D
fprudencio     02/18/2010 12:32:25 0 D
hcaceres       02/18/2010 12:32:32 0 D
malmanza       02/18/2010 12:32:40 0 D
fmosquera      02/18/2010 12:33:30 0 D
alaura         02/18/2010 12:36:18 0 D
pdaza          02/18/2010 12:36:34 0 D
dmaldonado     02/18/2010 12:36:49 0 D
icespedes      02/18/2010 12:41:05 D D
jparra         02/18/2010 12:41:12 0 D
rvillarroel    02/18/2010 12:41:23 0 D
baranibar      02/18/2010 12:41:34 0 D
agutierrez     02/18/2010 12:41:59 0 D
mjaldin        02/18/2010 12:42:13 0 D
malmanza       02/18/2010 14:21:17 D D
nnumbela       02/18/2010 14:21:24 D D
icespedes      02/18/2010 14:24:35 D D
mjaldin        02/18/2010 14:26:21 D D
hcaceres       02/18/2010 14:26:30 D D
baranibar      02/18/2010 14:27:30 D D
rsalamanca     02/18/2010 14:27:37 D D
drocha         02/18/2010 14:27:46 D D
alaura         02/18/2010 14:29:32 D D
jparra         02/18/2010 14:31:46 D D
rvia           02/18/2010 14:31:53 D D
eargandona     02/18/2010 14:37:24 D D
rvillarroel    02/18/2010 14:38:58 D D
pdaza          02/18/2010 14:42:42 D D
dmaldonado     02/18/2010 14:44:46 D D
ozarate        02/18/2010 14:44:57 D D
fmosquera      02/18/2010 18:40:30 D D
baranibar      02/18/2010 18:43:09 0 D
rvillarroel    02/18/2010 18:54:09 0 D
pdaza          02/18/2010 19:09:23 0 D
dmaldonado     02/18/2010 19:09:30 0 D
pclaros        02/18/2010 19:20:12 0 D
drocha         02/18/2010 19:20:52 0 D
hbranez        02/18/2010 19:21:15 0 D
ozarate        02/18/2010 19:22:37 0 D
fprudencio     02/18/2010 19:25:41 0 D
eargandona     02/18/2010 19:26:31 D D
eargandona     02/18/2010 19:26:38 0 D
malmanza       02/18/2010 19:34:00 0 D
jmita          02/18/2010 19:40:30 0 D
icespedes      02/18/2010 19:42:21 0 D
jparra         02/18/2010 19:47:15 0 D
jromay         02/18/2010 19:51:03 0 D
alaura         02/18/2010 19:54:01 0 D
mescobar       02/18/2010 20:01:08 0 D
nnumbela       02/18/2010 20:09:30 0 D
aponce         02/18/2010 20:09:35 D D
hcaceres       02/18/2010 20:09:43 0 D
mjaldin        02/18/2010 20:34:40 0 D
mescobar       02/19/2010 01:03:17 0 D
ozarate        02/19/2010 01:03:28 0 D
mjaldin        02/19/2010 08:02:55 D D
icespedes      02/19/2010 08:03:02 D D
jparra         02/19/2010 08:05:04 D D
pclaros        02/19/2010 08:07:02 D D
nnumbela       02/19/2010 08:07:48 D D
eargandona     02/19/2010 08:09:25 D D
drocha         02/19/2010 08:14:12 D D
baranibar      02/19/2010 08:17:26 D D
hcaceres       02/19/2010 08:19:39 D D
jmita          02/19/2010 08:20:21 D D
vdaga          02/19/2010 08:22:23 D D
alaura         02/19/2010 08:22:31 D D
pdaza          02/19/2010 08:26:50 D D
rvillarroel    02/19/2010 08:28:14 D D
malmanza       02/19/2010 08:31:36 D D
ozarate        02/19/2010 08:34:44 D D
fprudencio     02/19/2010 08:36:19 D D
dmaldonado     02/19/2010 08:39:51 D D
hbranez        02/19/2010 08:46:01 D D
jromay         02/19/2010 09:06:40 D D
agutierrez     02/19/2010 09:14:33 D D
fmosquera      02/19/2010 12:30:59 D D
malmanza       02/19/2010 12:33:43 0 D
jmita          02/19/2010 12:34:19 0 D
fprudencio     02/19/2010 12:34:28 0 D
eargandona     02/19/2010 12:35:59 D D
nnumbela       02/19/2010 12:36:07 0 D
hcaceres       02/19/2010 12:36:12 0 D
rrodriguez     02/19/2010 12:37:44 0 D
alaura         02/19/2010 12:39:33 0 D
baranibar      02/19/2010 12:40:33 0 D
dmaldonado     02/19/2010 12:41:58 0 D
pdaza          02/19/2010 12:42:08 0 D
icespedes      02/19/2010 12:43:32 0 D
pclaros        02/19/2010 12:46:03 0 D
vdaga          02/19/2010 12:46:23 0 D
drocha         02/19/2010 12:48:42 0 D
hbranez        02/19/2010 12:50:07 0 D
hbranez        02/19/2010 12:50:12 D D
jparra         02/19/2010 12:53:26 0 D
mjaldin        02/19/2010 12:54:52 0 D
agutierrez     02/19/2010 13:07:47 0 D
mescobar       02/19/2010 13:55:11 D D
alaura         02/19/2010 13:56:46 D D
jparra         02/19/2010 13:58:46 D D
vdaga          02/19/2010 13:59:00 D D
aponce         02/19/2010 14:20:38 D D
icespedes      02/19/2010 14:27:40 D D
nnumbela       02/19/2010 14:29:40 D D
rvillarroel    02/19/2010 14:29:47 D D
hcaceres       02/19/2010 14:29:55 D D
drocha         02/19/2010 14:32:41 D D
pclaros        02/19/2010 14:35:05 D D
dmaldonado     02/19/2010 14:35:21 D D
