mescobar       02/22/2010 07:42:51 D D
lortuno        02/22/2010 07:52:13 D D
rmartinez      02/22/2010 07:53:44 D D
pclaros        02/22/2010 08:00:00 D D
jfuertes       02/22/2010 08:02:04 D D
randia         02/22/2010 08:02:59 D D
cmollo         02/22/2010 08:05:12 D D
nnumbela       02/22/2010 08:06:15 D D
icespedes      02/22/2010 08:09:45 D D
jsolorzano     02/22/2010 08:14:58 D D
asaldias       02/22/2010 08:15:31 D D
rcordero       02/22/2010 08:15:43 D D
vsoliz         02/22/2010 08:17:24 D D
hmantezana     02/22/2010 08:17:37 D D
eyrady         02/22/2010 08:21:27 D D
mgrandillert   02/22/2010 08:21:35 D D
gmontano       02/22/2010 08:22:30 D D
nzurita        02/22/2010 08:24:07 D D
jevargas       02/22/2010 08:24:16 D D
rvera          02/22/2010 08:24:26 D D
jvargas        02/22/2010 08:24:33 D D
despinoza      02/22/2010 08:25:20 D D
jleano         02/22/2010 08:25:37 D D
pramirez       02/22/2010 08:26:15 D D
jcanedo        02/22/2010 08:27:54 D D
aponce         02/22/2010 08:28:58 D D
amaldonado     02/22/2010 08:29:05 D D
jgarcia        02/22/2010 08:29:12 D D
rsoliz         02/22/2010 08:29:21 D D
aencinas       02/22/2010 08:30:47 D D
fmeza          02/22/2010 08:30:53 D D
mgarcia        02/22/2010 08:31:24 D D
vbadani        02/22/2010 08:32:39 D D
vdaga          02/22/2010 08:36:04 D D
eudaeta        02/22/2010 08:38:15 D D
ecotana        02/22/2010 08:40:20 D D
jaquispe       02/22/2010 08:40:28 D D
fsanchez       02/22/2010 08:41:53 D D
lgalindo       02/22/2010 08:43:27 D D
lsaravia       02/22/2010 08:43:38 D D
jcardenas      02/22/2010 08:45:16 D D
tescriva       02/22/2010 08:56:46 D D
gaguilar       02/22/2010 08:56:53 D D
jbalderrama    02/22/2010 09:00:24 D D
agutierrez     02/22/2010 09:16:57 D D
eyrady         02/22/2010 12:30:36 D D
gmontano       02/22/2010 12:31:18 0 D
rmartinez      02/22/2010 12:31:34 0 D
lortuno        02/22/2010 12:31:42 0 D
lsaravia       02/22/2010 12:31:50 0 D
jcanedo        02/22/2010 12:32:03 0 D
jgarcia        02/22/2010 12:32:11 0 D
ecotana        02/22/2010 12:32:20 D D
pramirez       02/22/2010 12:32:38 0 D
fmeza          02/22/2010 12:33:04 0 D
jsolorzano     02/22/2010 12:33:25 0 D
jvargas        02/22/2010 12:33:33 0 D
jpinto         02/22/2010 12:37:14 0 D
dmaldonado     02/22/2010 12:38:14 0 D
pdaza          02/22/2010 12:38:22 0 D
mgrandillert   02/22/2010 12:38:34 D D
tescriva       02/22/2010 12:38:44 D D
hmantezana     02/22/2010 12:39:34 D D
jbalderrama    02/22/2010 12:40:05 0 D
jevargas       02/22/2010 12:40:12 0 D
amaldonado     02/22/2010 12:40:25 0 D
mgarcia        02/22/2010 12:40:30 0 D
gaguilar       02/22/2010 12:40:48 0 D
rsoliz         02/22/2010 12:49:04 0 D
vdaga          02/22/2010 13:05:59 0 D
mgarcia        02/22/2010 13:43:08 D D
gaguilar       02/22/2010 13:43:33 D D
rsoliz         02/22/2010 13:47:44 D D
vsoliz         02/22/2010 13:51:04 D D
randia         02/22/2010 13:53:54 D D
jbalderrama    02/22/2010 13:56:13 D D
lortuno        02/22/2010 14:10:44 D D
gmontano       02/22/2010 14:11:37 D D
asaldias       02/22/2010 14:19:05 D D
cmollo         02/22/2010 14:20:16 D D
vdaga          02/22/2010 14:21:40 D D
hmantezana     02/22/2010 14:22:49 D D
jgarcia        02/22/2010 14:23:54 D D
eyrady         02/22/2010 14:25:27 D D
pramirez       02/22/2010 14:26:00 D D
mgrandillert   02/22/2010 14:26:09 D D
rmartinez      02/22/2010 14:27:00 D D
jcanedo        02/22/2010 14:27:08 D D
jvargas        02/22/2010 14:27:25 D D
lsaravia       02/22/2010 14:28:27 D D
amaldonado     02/22/2010 14:30:04 D D
jevargas       02/22/2010 14:37:14 D D
fmeza          02/22/2010 14:37:46 D D
bgranado       02/22/2010 14:37:56 D D
tescriva       02/22/2010 14:41:55 D D
dmaldonado     02/22/2010 14:44:10 D D
ecotana        02/22/2010 14:44:20 D D
jmita          02/22/2010 15:00:19 D D
jaquispe       02/22/2010 15:04:53 D D
lsaravia       02/22/2010 18:31:36 0 D
eyrady         02/22/2010 18:31:42 0 D
jvargas        02/22/2010 18:31:51 0 D
jcanedo        02/22/2010 18:33:53 0 D
gmontano       02/22/2010 18:34:09 0 D
rmartinez      02/22/2010 18:37:11 0 D
lortuno        02/22/2010 18:37:49 0 D
jgarcia        02/22/2010 18:39:16 0 D
pramirez       02/22/2010 18:43:01 0 D
mmejia         02/22/2010 18:44:59 0 D
ecotana        02/22/2010 18:45:08 D D
fmeza          02/22/2010 18:46:36 0 D
jsolorzano     02/22/2010 18:48:33 0 D
amaldonado     02/22/2010 19:04:40 0 D
mgrandillert   02/22/2010 19:06:04 0 D
dmaldonado     02/22/2010 19:13:08 0 D
mgarcia        02/22/2010 19:13:16 0 D
jbalderrama    02/22/2010 19:13:31 0 D
vdaga          02/22/2010 19:15:08 0 D
jevargas       02/22/2010 19:26:18 0 D
pclaros        02/22/2010 19:40:18 0 D
rsoliz         02/22/2010 19:41:13 0 D
gaguilar       02/22/2010 19:42:48 0 D
tescriva       02/22/2010 20:12:58 0 D
mescobar       02/22/2010 20:14:05 0 D
asaldias       02/22/2010 22:19:17 D D
