pclaros        02/09/2010 08:19:20 D	1	0
amaldonado     02/09/2010 08:25:26 D	1	0
fprudencio     02/09/2010 08:26:23 D	1	0
drocha         02/09/2010 08:26:32 D	1	0
mescobar       02/09/2010 08:26:40 D	1	0
rmijaria       02/09/2010 08:26:50 D	1	0
jpinto         02/09/2010 08:27:01 D	1	0
dmaldonado     02/09/2010 08:32:29 D	1	0
rvillarroel    02/09/2010 08:32:38 D	1	0
jbalderrama    02/09/2010 08:42:35 D	1	0
pdaza          02/09/2010 08:44:58 D	1	0
hbranez        02/09/2010 08:57:58 D	1	0
jromay         02/09/2010 09:05:37 D	1	0
agutierrez     02/09/2010 09:10:06 D	1	0
jmita          02/09/2010 12:33:25 0	1	0
fprudencio     02/09/2010 12:33:33 0	1	0
eudaeta        02/09/2010 12:35:33 0	1	0
scastro        02/09/2010 12:35:42 0	1	0
dmaldonado     02/09/2010 12:40:36 0	1	0
pdaza          02/09/2010 12:40:43 0	1	0
rvillarroel    02/09/2010 12:42:53 0	1	0
gaguilar       02/09/2010 12:46:31 0	1	0
jbalderrama    02/09/2010 12:46:59 0	1	0
amaldonado     02/09/2010 12:47:43 0	1	0
jevargas       02/09/2010 12:48:04 0	1	0
pclaros        02/09/2010 12:49:00 0	1	0
rcoronel       02/09/2010 12:56:41 0	1	0
hbranez        02/09/2010 13:07:44 0	1	0
ozarate        02/09/2010 13:14:10 0	1	0
agutierrez     02/09/2010 13:15:10 D	1	0
drocha         02/09/2010 13:19:32 0	1	0
hcaceres       02/09/2010 14:03:08 D	1	0
drocha         02/09/2010 14:15:14 D	1	0
agutierrez     02/09/2010 14:25:19 D	1	0
jbalderrama    02/09/2010 14:25:30 D	1	0
jevargas       02/09/2010 14:25:39 D	1	0
gaguilar       02/09/2010 14:26:42 D	1	0
hbranez        02/09/2010 14:27:18 D	1	0
pclaros        02/09/2010 14:30:56 D	1	0
amaldonado     02/09/2010 14:31:29 D	1	0
pdaza          02/09/2010 14:40:43 D	1	0
dmaldonado     02/09/2010 14:40:48 D	1	0
rvillarroel    02/09/2010 14:41:36 D	1	0
rcoronel       02/09/2010 14:44:25 D	1	0
jromay         02/09/2010 14:51:15 D	1	0
ozarate        02/09/2010 14:51:24 D	1	0
rvillarroel    02/09/2010 18:46:08 0	1	0
dmaldonado     02/09/2010 18:53:58 0	1	0
pdaza          02/09/2010 18:54:07 0	1	0
gaguilar       02/09/2010 19:16:17 0	1	0
amaldonado     02/09/2010 19:26:03 0	1	0
hbranez        02/09/2010 19:30:04 0	1	0
rcoronel       02/09/2010 20:30:21 0	1	0
jevargas       02/09/2010 20:30:28 0	1	0
pclaros        02/09/2010 20:30:39 0	1	0
vdaga          02/09/2010 20:30:53 0	1	0
ozarate        02/09/2010 20:44:09 0	1	0
jromay         02/09/2010 20:44:20 0	1	0
mjaldin        02/09/2010 21:51:41 D	1	0
jevargas       02/10/2010 08:28:15 D	1	0
pdaza          02/10/2010 08:28:43 D	1	0
fprudencio     02/10/2010 08:31:13 D	1	0
drocha         02/10/2010 08:31:22 D	1	0
rvillarroel    02/10/2010 08:34:42 D	1	0
vdaga          02/10/2010 08:37:41 D	1	0
ozarate        02/10/2010 08:37:51 D	1	0
jduran         02/10/2010 08:45:14 D	1	0
hbranez        02/10/2010 08:45:22 D	1	0
dmaldonado     02/10/2010 08:48:15 D	1	0
jromay         02/10/2010 08:49:18 D	1	0
gaguilar       02/10/2010 08:54:35 D	1	0
fprudencio     02/10/2010 12:32:03 0	1	0
drocha         02/10/2010 12:40:01 0	1	0
pdaza          02/10/2010 12:40:37 0	1	0
icespedes      02/10/2010 12:43:16 0	1	0
mjaldin        02/10/2010 12:45:26 0	1	0
rvillarroel    02/10/2010 12:46:03 0	1	0
gaguilar       02/10/2010 12:54:14 0	1	0
rcoronel       02/10/2010 12:56:24 0	1	0
hbranez        02/10/2010 12:57:39 0	1	0
mescobar       02/10/2010 13:00:36 0	1	0
ozarate        02/10/2010 13:43:50 D	1	0
mescobar       02/10/2010 13:48:56 D	1	0
mgarcia        02/10/2010 13:51:25 D	1	0
smarino        02/10/2010 13:51:48 D	1	0
hbranez        02/10/2010 14:08:05 D	1	0
rcordero       02/10/2010 14:10:48 D	1	0
alaura         02/10/2010 14:11:10 D	1	0
vdaga          02/10/2010 14:18:17 D	1	0
jromay         02/10/2010 14:18:37 0	1	0
jevargas       02/10/2010 14:22:25 D	1	0
drocha         02/10/2010 14:25:46 D	1	0
jromay         02/10/2010 14:45:29 D	1	0
dmaldonado     02/10/2010 14:47:32 D	1	0
rcoronel       02/10/2010 14:47:38 D	1	0
rvillarroel    02/10/2010 14:51:15 D	1	0
pdaza          02/10/2010 15:11:50 D	1	0
vbadani        02/10/2010 18:31:08 0	1	0
pdaza          02/10/2010 18:39:47 0	1	0
mayma          02/10/2010 18:41:29 0	1	0
rsalamanca     02/10/2010 18:41:37 0	1	0
rvia           02/10/2010 18:41:43 D	1	0
rvia           02/10/2010 18:41:49 0	1	0
rvillarroel    02/10/2010 18:48:15 0	1	0
jromay         02/10/2010 18:50:02 0	1	0
ozarate        02/10/2010 19:07:49 0	1	0
hbranez        02/10/2010 19:19:44 0	1	0
fmosquera      02/10/2010 19:21:48 0	1	0
mescobar       02/10/2010 19:32:41 0	1	0
rcoronel       02/10/2010 20:00:52 D	1	0
fprudencio     02/10/2010 20:04:16 0	1	0
drocha         02/10/2010 20:51:00 0	1	0
icespedes      02/10/2010 22:02:52 D	1	0
mjaldin        02/10/2010 22:02:58 0	1	0
jparra         02/10/2010 22:03:05 0	1	0
hbranez        02/11/2010 07:46:37 D	1	0
jmita          02/11/2010 08:13:55 D	1	0
icespedes      02/11/2010 08:14:00 D	1	0
mjaldin        02/11/2010 08:19:12 D	1	0
jparra         02/11/2010 08:27:14 D	1	0
eargandona     02/11/2010 08:27:22 D	1	0
drocha         02/11/2010 08:31:00 D	1	0
jpinto         02/11/2010 08:34:47 D	1	0
