lsuarez        2010-03-01 07:16:51 D D
rbueno         2010-03-01 07:43:50 D D
gherbas        2010-03-01 07:52:05 D D
rchumacero     2010-03-01 07:53:08 D D
mayma          2010-03-01 08:04:10 D D
ecaero         2010-03-01 08:05:15 D D
jrivera        2010-03-01 08:06:20 D D
msinaniz       2010-03-01 08:08:06 D D
rarteaga       2010-03-01 08:10:06 D D
rayala         2010-03-01 08:15:23 D D
esanabria      2010-03-01 08:15:32 D D
cacastellon    2010-03-01 08:15:46 D D
farnez         2010-03-01 08:15:54 D D
mgonzalez      2010-03-01 08:16:42 D D
jdurandal      2010-03-01 08:16:47 D D
jguarachi      2010-03-01 08:17:33 D D
oantezana      2010-03-01 08:18:50 D D
mzambrana      2010-03-01 08:18:59 D D
dmitma         2010-03-01 08:19:45 D D
gvelasquez     2010-03-01 08:20:35 D D
amachaca       2010-03-01 08:22:29 D D
asaldias       2010-03-01 08:22:38 D D
rpereira       2010-03-01 08:23:26 D D
agarcia        2010-03-01 08:23:38 D D
drocabado      2010-03-01 08:23:59 D D
hvillegas      2010-03-01 08:24:32 D D
sclaros        2010-03-01 08:25:36 D D
oferrufino     2010-03-01 08:26:07 D D
jcarvallo      2010-03-01 08:26:23 D D
dpalomino      2010-03-01 08:27:55 D D
icvargas       2010-03-01 08:28:04 D D
rmedrano       2010-03-01 08:28:13 D D
tsoliz         2010-03-01 08:29:52 D D
rsalamanca     2010-03-01 08:30:06 D D
rvia           2010-03-01 08:30:14 D D
rclaure        2010-03-01 08:30:42 D D
mmejia         2010-03-01 08:30:49 D D
avillegas      2010-03-01 08:31:05 D D
rcordova       2010-03-01 08:31:14 D D
kmontalvo      2010-03-01 08:31:38 D D
rrodriguez     2010-03-01 08:31:54 D D
enotta         2010-03-01 08:32:04 D D
jsiles         2010-03-01 08:32:13 D D
wrioja         2010-03-01 08:32:21 D D
adelgadillo    2010-03-01 08:32:30 D D
plema          2010-03-01 08:33:43 D D
mmontano       2010-03-01 08:33:54 D D
mcarvajal      2010-03-01 08:34:14 D D
schopitea      2010-03-01 08:34:21   D
jcardenas      2010-03-01 08:34:36 D D
fprudencio     2010-03-01 08:36:03 D D
esolis         2010-03-01 08:36:28 D D
galcala        2010-03-01 08:36:35 D D
jquispe        2010-03-01 08:36:41 D D
dsuarez        2010-03-01 08:36:49 D D
smarino        2010-03-01 08:37:03 D D
dcastro        2010-03-01 08:37:48 D D
rmijaria       2010-03-01 08:40:41 D D
csubieta       2010-03-01 08:41:11 D D
layllon        2010-03-01 08:41:24 D D
jbaptista      2010-03-01 08:41:44 D D
acamacho       2010-03-01 08:42:38 D D
cvalverde      2010-03-01 08:45:09 D D
gcastro        2010-03-01 08:47:29 D D
cflores        2010-03-01 08:59:35 D D
krojas         2010-03-01 09:04:07 D D
